"Category","Command","Key","Bound"
"Process Logical Preset","Umkehren",,"False"
"Process Logical Preset","Unassign stave and voice",,"False"
"Process Logical Preset","Velocity +10% for Each 2nd Note",,"False"
"Process Logical Preset","Velocity -10% for Each 2nd Note",,"False"
"Process Plug-in","001DCD3345D14A13B59DAECF75A37536",,"False"
"Process Plug-in","00601A0DC19845BF84E1126D7397FEFF",,"False"
"Process Plug-in","01F6CCC94CAE4668B7C6EC85E681E419",,"False"
"Process Plug-in","02968B4A891D48E88E16BC22ACFC11D8",,"False"
"Process Plug-in","039E4AA94F5A47A2857E52F29EFF02D0",,"False"
"Process Plug-in","040629499635430FAFC593F0EEE693E6",,"False"
"Process Plug-in","04F35DB10F0C47B9965EA7D63B0CCE67",,"False"
"Process Plug-in","0C4DFC02D57111E18CD81AB36188709B",,"False"
"Process Plug-in","0CDBB66985D548A9BFD8371909D24BB4",,"False"
"Process Plug-in","10F9FE4142694F1EAC21E294B42577C6",,"False"
"Process Plug-in","143AE812D7E249D8B503B4A6E3EFC9F8",,"False"
"Process Plug-in","176F9AF4A56041A1890DD021765ABCF0",,"False"
"Process Plug-in","1AF350AC983B46CAB104990A0726EAD6",,"False"
"Process Plug-in","1C5275EA9B28456197917AE174849CFF",,"False"
"Process Plug-in","1CA6E894E4624F73ADEB29CD01DDE9EE",,"False"
"Process Plug-in","1E2BC55B974B4CA2809278E04F01F74B",,"False"
"Process Plug-in","220E40B66C815CD1917FA0F67EB5D836",,"False"
"Process Plug-in","25B0872DB12B44B89E32ABBC1D0B3D8A",,"False"
"Process Plug-in","27994C1910A04BA991A20C402B922E35",,"False"
"Process Plug-in","2A4C06FF24F14078868891D184CEFB73",,"False"
"Process Plug-in","341FC589831D46A7A506BC0799E882AE",,"False"
"Process Plug-in","37A3AA84E3A24D069C39030EC68768E1",,"False"
"Process Plug-in","3A0A46154B634F32B0BFFD311710E66E",,"False"
"Process Plug-in","3B660266B3CA4B57BBD487AE1E6C0D2A",,"False"
"Process Plug-in","406FF539A747435DAB4353448219ADC7",,"False"
"Process Plug-in","4114D8E30C024C1DB0DE375FC53CDBED",,"False"
"Process Plug-in","41727475415649534D6F746950726F63",,"False"
"Process Plug-in","42A36F8AEE394B98BB2E8B63CB68E3E7",,"False"
"Process Plug-in","44A0C349905B45D0B97C72D2C6F5B565",,"False"
"Process Plug-in","4995618FDDB0459E9CECF6D9A6C9A51F",,"False"
"Process Plug-in","49F6532768C34809BA5723477A34A653",,"False"
"Process Plug-in","4A18B5A88A6B44D4B78F6E2FCC4746A2",,"False"
"Process Plug-in","4AD5CF81A80F46FDBA9CE27D2DE4A7EA",,"False"
"Process Plug-in","4D2F8E2D443844F8A12666EB2398A103",,"False"
"Process Plug-in","4EE9DB4D039B4F8AB50470E42C4FAB3E",,"False"
"Process Plug-in","5467F8FD349C4FB6A8D874838140AE7D",,"False"
"Process Plug-in","54B0BB1DD40B4222BE4E876A87430F64",,"False"
"Process Plug-in","56535441483930626974637275736865",,"False"
"Process Plug-in","565354416C5261616C6C72616465636F",,"False"
"Process Plug-in","565354416D465866782D6F6D6E697370",,"False"
"Process Plug-in","565354416E4D7841564F582050554E43",,"False"
"Process Plug-in","565354416E744341564F582043484F49",,"False"
"Process Plug-in","56535442446C3268333030302062616E",,"False"
"Process Plug-in","5653544248496D626C61636B686F6C65",,"False"
"Process Plug-in","5653544269446562696E617572616C64",,"False"
"Process Plug-in","56535443686F3363686F707065720000",,"False"
"Process Plug-in","565354436F436F636F6F7264696E6174",,"False"
"Process Plug-in","5653544372536E637275736873746174",,"False"
"Process Plug-in","565354437279736372797374616C7300",,"False"
"Process Plug-in","56535444426F4D6465626F6F6D000000",,"False"
"Process Plug-in","5653544455434B6475636B0000000000",,"False"
"Process Plug-in","56535444615475646174756265000000",,"False"
"Process Plug-in","5653544469436F646972656374696F6E",,"False"
"Process Plug-in","56535444695368646972656374697669",,"False"
"Process Plug-in","5653544469734364697374616E636563",,"False"
"Process Plug-in","565354447544656475616C64656C6179",,"False"
"Process Plug-in","5653544543686E656368616E6E656C00",,"False"
"Process Plug-in","56535445513435657134350000000000",,"False"
"Process Plug-in","56535445513635657136350000000000",,"False"
"Process Plug-in","565354456E5669656E65726779766973",,"False"
"Process Plug-in","5653544633547366616266696C746572",,"False"
"Process Plug-in","5653544643323266616266696C746572",,"False"
"Process Plug-in","5653544643327066616266696C746572",,"False"
"Process Plug-in","565354464C327066616266696C746572",,"False"
"Process Plug-in","565354464D693266616266696C746572",,"False"
"Process Plug-in","565354464D696366616266696C746572",,"False"
"Process Plug-in","5653544650473266616266696C746572",,"False"
"Process Plug-in","5653544650477266616266696C746572",,"False"
"Process Plug-in","56535446504D3266616266696C746572",,"False"
"Process Plug-in","56535446504D6266616266696C746572",,"False"
"Process Plug-in","5653544650523266616266696C746572",,"False"
"Process Plug-in","5653544650527266616266696C746572",,"False"
"Process Plug-in","5653544650533266616266696C746572",,"False"
"Process Plug-in","5653544650537266616266696C746572",,"False"
"Process Plug-in","5653544651337066616266696C746572",,"False"
"Process Plug-in","5653544653326166616266696C746572",,"False"
"Process Plug-in","5653544653696D66616266696C746572",,"False"
"Process Plug-in","5653544656336C66616266696C746572",,"False"
"Process Plug-in","56535446616332683330303020666163",,"False"
"Process Plug-in","5653544664526566646E726576657262",,"False"
"Process Plug-in","5653544671456876616C68616C6C6166",,"False"
"Process Plug-in","56535447656E327465737467656E6572",,"False"
"Process Plug-in","5653544772456E6772616E756C617265",,"False"
"Process Plug-in","565354477275676772756E67656C697A",,"False"
"Process Plug-in","5653544839313068393130206861726D",,"False"
"Process Plug-in","5653544839316468393130206475616C",,"False"
"Process Plug-in","5653544839343968393439206861726D",,"False"
"Process Plug-in","5653544839346468393439206475616C",,"False"
"Process Plug-in","565354484534314861726D6F6E792045",,"False"
"Process Plug-in","565354484F4C45626C61636B686F6C65",,"False"
"Process Plug-in","5653544865726F76616C68616C6C6166",,"False"
"Process Plug-in","565354496E4632696E7374616E742066",,"False"
"Process Plug-in","565354496E5032696E7374616E742070",,"False"
"Process Plug-in","5653544D50496D6D6963726F70697463",,"False"
"Process Plug-in","5653544D61416E616E696D6174650000",,"False"
"Process Plug-in","5653544D61464D6661737465726D6173",,"False"
"Process Plug-in","5653544D614675667573657200000000",,"False"
"Process Plug-in","5653544D614D756D61747269786D756C",,"False"
"Process Plug-in","5653544D6372506D6963726F70697463",,"False"
"Process Plug-in","5653544D6574336D6574616C697A6572",,"False"
"Process Plug-in","5653544D6936326D697836746F320000",,"False"
"Process Plug-in","5653544D6938326D697838746F320000",,"False"
"Process Plug-in","5653544D6963584D6963204D6F642045",,"False"
"Process Plug-in","5653544D6C70676D656C6F64796E6520",,"False"
"Process Plug-in","5653544D6E56626D616E676C65647665",,"False"
"Process Plug-in","5653544D75436F6D756C746962616E64",,"False"
"Process Plug-in","5653544D7545516D756C746965710000",,"False"
"Process Plug-in","5653544D75456E6D756C7469656E636F",,"False"
"Process Plug-in","5653544E6924357472616E7369656E74",,"False"
"Process Plug-in","5653544E692454677569746172207269",,"False"
"Process Plug-in","5653544E694735677569746172207269",,"False"
"Process Plug-in","5653544E694D546D61736368696E6520",,"False"
"Process Plug-in","5653544F6374576F637461766F780000",,"False"
"Process Plug-in","5653544F6D436F6F6D6E69636F6D7072",,"False"
"Process Plug-in","5653544F6D6E696F6D6E697072657373",,"False"
"Process Plug-in","5653545054416C707265636973696F6E",,"False"
"Process Plug-in","5653545068793270687973696F6E206D",,"False"
"Process Plug-in","5653545072446570726F62656465636F",,"False"
"Process Plug-in","5653545076436F636F6D657400000000",,"False"
"Process Plug-in","5653545076476B676174656B65657065",,"False"
"Process Plug-in","56535450764957697769736836340000",,"False"
"Process Plug-in","56535450764D6E6D616E6970756C6174",,"False"
"Process Plug-in","56535450765772776964657200000000",,"False"
"Process Plug-in","56535451756457717561647261766F78",,"False"
"Process Plug-in","56535452494D4F72696E676D6F64756C",,"False"
"Process Plug-in","56535452655641726F6F6D776F726B73",,"False"
"Process Plug-in","56535452655642726F6F6D776F726B73",,"False"
"Process Plug-in","56535452657662756C74726172657665",,"False"
"Process Plug-in","565354526F456E726F6F6D656E636F64",,"False"
"Process Plug-in","56535452747279726F74617279206D6F",,"False"
"Process Plug-in","5653545275756D76616C68616C6C6172",,"False"
"Process Plug-in","56535453444D436D6978657264656C61",,"False"
"Process Plug-in","56535453505256737032303136207265",,"False"
"Process Plug-in","565354535446497374657066696C7465",,"False"
"Process Plug-in","5653545363526F7363656E65726F7461",,"False"
"Process Plug-in","56535453684D68736865656E206D6163",,"False"
"Process Plug-in","56535453686D727368696D6D65727665",,"False"
"Process Plug-in","5653545369446573696D706C65646563",,"False"
"Process Plug-in","5653545370455173706C697465710000",,"False"
"Process Plug-in","56535453704D6476616C68616C6C6173",,"False"
"Process Plug-in","56535453707267737072696E67000000",,"False"
"Process Plug-in","5653545374456E73746572656F656E63",,"False"
"Process Plug-in","5653545463476E736D70746567656E65",,"False"
"Process Plug-in","565354546F426F746F6F6C626F780000",,"False"
"Process Plug-in","5653545470724C74656D706572616E63",,"False"
"Process Plug-in","5653545470725074656D706572616E63",,"False"
"Process Plug-in","565354547266337472616E6365666F72",,"False"
"Process Plug-in","56535454726943747269636572616368",,"False"
"Process Plug-in","56535454767262747665726200000000",,"False"
"Process Plug-in","56535455564852757632326872000000",,"False"
"Process Plug-in","56535455646C72756E64756C61746F72",,"False"
"Process Plug-in","565354556C4368756C7472616368616E",,"False"
"Process Plug-in","565354556C5470756C74726174617000",,"False"
"Process Plug-in","5653545A4242414F7A6F6E652050726F",,"False"
"Process Plug-in","5653545A42434C4F7A6F6E652050726F",,"False"
"Process Plug-in","5653545A42445A4F7A6F6E652050726F",,"False"
"Process Plug-in","5653545A42495A4F7A6F6E652050726F",,"False"
"Process Plug-in","5653545A424F494F7A6F6E652050726F",,"False"
"Process Plug-in","5653545A424F534F7A6F6E652050726F",,"False"
"Process Plug-in","5653545A424F5A4F7A6F6E6500000000",,"False"
"Process Plug-in","5653545A4253514F7A6F6E652050726F",,"False"
"Process Plug-in","5653545A42554C4F7A6F6E652050726F",,"False"
"Process Plug-in","5653545A42595A4F7A6F6E652050726F",,"False"
"Process Plug-in","5653545A425A434F7A6F6E652050726F",,"False"
"Process Plug-in","5653545A425A484F7A6F6E652050726F",,"False"
"Process Plug-in","5653545A425A4C4F7A6F6E652050726F",,"False"
"Process Plug-in","5653545A425A4D4F7A6F6E652050726F",,"False"
"Process Plug-in","5653545A425A514F7A6F6E652050726F",,"False"
"Process Plug-in","5653545A425A524F7A6F6E652050726F",,"False"
"Process Plug-in","5653545A425A534F7A6F6E652050726F",,"False"
"Process Plug-in","5653545A425A544F7A6F6E652050726F",,"False"
"Process Plug-in","5653545A425A554F7A6F6E652050726F",,"False"
"Process Plug-in","5653545A425A564F7A6F6E652050726F",,"False"
"Process Plug-in","5653545A425A584F7A6F6E652050726F",,"False"
"Process Plug-in","5653545F4C58346C78343830636F6D70",,"False"
"Process Plug-in","565354614774656D6964696761746500",,"False"
"Process Plug-in","565354644747356472756D61676F6735",,"False"
"Process Plug-in","565354644C617976616C68616C6C6164",,"False"
"Process Plug-in","565354706C617476616C68616C6C6170",,"False"
"Process Plug-in","56535472524531525820313120526570",,"False"
"Process Plug-in","565354725A423152582031312044652D",,"False"
"Process Plug-in","565354725A433152582031312044652D",,"False"
"Process Plug-in","565354725A4431525820313120566F69",,"False"
"Process Plug-in","565354725A453152582031312044652D",,"False"
"Process Plug-in","565354725A4731525820313120477569",,"False"
"Process Plug-in","565354725A483152582031312044652D",,"False"
"Process Plug-in","565354725A4931525820313120446961",,"False"
"Process Plug-in","565354725A4B3152582031312044652D",,"False"
"Process Plug-in","565354725A4C31525820313120436F6E",,"False"
"Process Plug-in","565354725A4D315258203131204D6F6E",,"False"
"Process Plug-in","565354725A4E31525820313120537065",,"False"
"Process Plug-in","565354725A4F31525820313120427265",,"False"
"Process Plug-in","565354725A503152582031312044652D",,"False"
"Process Plug-in","565354725A5331525820313120537065",,"False"
"Process Plug-in","565354725A55315258203131204D6F75",,"False"
"Process Plug-in","565354725A563152582031312044652D",,"False"
"Process Plug-in","565354734D617376616C68616C6C6173",,"False"
"Process Plug-in","56535473686D7276616C68616C6C6173",,"False"
"Process Plug-in","5653547562657276616C68616C6C6175",,"False"
"Process Plug-in","5653547665653376616C68616C6C6176",,"False"
"Process Plug-in","584EDC40D3864AA19F0CD33B971765B1",,"False"
"Process Plug-in","59568F7CA7914E8B8476B0062D24DCCF",,"False"
"Process Plug-in","5B38F28281144FFE80285FF7CCF20483",,"False"
"Process Plug-in","6143DAECD6184AE2A570FE9F35065E24",,"False"
"Process Plug-in","61461EEA238E47A0BEC74ED5A3AD452E",,"False"
"Process Plug-in","6B84C37897954E8F9913C114C09F04F4",,"False"
"Process Plug-in","6B9B08D2CA294270BF092A62865521BF",,"False"
"Process Plug-in","71EDAB139B8740F78CC418BB21980B08",,"False"
"Process Plug-in","75FD13A528D24880982197D541BC582A",,"False"
"Process Plug-in","77BBA7CA90F14C9BB298BA9010D6DD78",,"False"
"Process Plug-in","7C215D9E31E2419E9925056D19310ACD",,"False"
"Process Plug-in","80601A0DC19845BF84E1126D7397FEFF",,"False"
"Process Plug-in","80BD4930EC72450BB6481AD7B1217C66",,"False"
"Process Plug-in","82B96F23368746618015F1782F608A3E",,"False"
"Process Plug-in","84E832219255298796FAE6663C935655",,"False"
"Process Plug-in","8545543739404DEB84F4E6CF0DC687B5",,"False"
"Process Plug-in","86DFC3F5415C40388D3AA69030C380B1",,"False"
"Process Plug-in","8F59FE35CCF444FDA34C97F7B76312BB",,"False"
"Process Plug-in","918A209EFE684F8D8826FE00278A33C1",,"False"
"Process Plug-in","946051208E29496E804F64A825C8A047",,"False"
"Process Plug-in","94DEB7BF378041EE9E2FEDA24E19EF60",,"False"
"Process Plug-in","9B646D06D6154F859591E3E87A5C5D0A",,"False"
"Process Plug-in","A2FF974AA7EE4D90B1087E5DB73047CD",,"False"
"Process Plug-in","A3C573716AD94FF08B276A213FF6C406",,"False"
"Process Plug-in","A3CA1186A3A241FEA552717108932238",,"False"
"Process Plug-in","A491EAC9793A4A8790C4AC862DA1272E",,"False"
"Process Plug-in","A920B15DBBF04B359CB8A471C58E3B91",,"False"
"Process Plug-in","A990C1062CDE43839ECEF8FE91743DA5",,"False"
"Process Plug-in","ABCDEF019182FAEB416E7472414B6579",,"False"
"Process Plug-in","ABCDEF019182FAEB416E747245633277",,"False"
"Process Plug-in","ABCDEF019182FAEB416E7472536F5350",,"False"
"Process Plug-in","ABCDEF019182FAEB416E747256647372",,"False"
"Process Plug-in","ABCDEF019182FAEB476C4D61476C6372",,"False"
"Process Plug-in","ABCDEF019182FAEB49454D41416C5261",,"False"
"Process Plug-in","ABCDEF019182FAEB49454D4142694465",,"False"
"Process Plug-in","ABCDEF019182FAEB49454D41436F436F",,"False"
"Process Plug-in","ABCDEF019182FAEB49454D414469436F",,"False"
"Process Plug-in","ABCDEF019182FAEB49454D4144695368",,"False"
"Process Plug-in","ABCDEF019182FAEB49454D4144697343",,"False"
"Process Plug-in","ABCDEF019182FAEB49454D4144754465",,"False"
"Process Plug-in","ABCDEF019182FAEB49454D41456E5669",,"False"
"Process Plug-in","ABCDEF019182FAEB49454D4146645265",,"False"
"Process Plug-in","ABCDEF019182FAEB49454D414772456E",,"False"
"Process Plug-in","ABCDEF019182FAEB49454D414D614D75",,"False"
"Process Plug-in","ABCDEF019182FAEB49454D414D75436F",,"False"
"Process Plug-in","ABCDEF019182FAEB49454D414D754551",,"False"
"Process Plug-in","ABCDEF019182FAEB49454D414D75456E",,"False"
"Process Plug-in","ABCDEF019182FAEB49454D414F6D436F",,"False"
"Process Plug-in","ABCDEF019182FAEB49454D4150724465",,"False"
"Process Plug-in","ABCDEF019182FAEB49454D41526F456E",,"False"
"Process Plug-in","ABCDEF019182FAEB49454D415363526F",,"False"
"Process Plug-in","ABCDEF019182FAEB49454D4153694465",,"False"
"Process Plug-in","ABCDEF019182FAEB49454D415374456E",,"False"
"Process Plug-in","ABCDEF019182FAEB49454D41546F426F",,"False"
"Process Plug-in","ABCDEF019182FAEB4D61746D4C696D6F",,"False"
"Process Plug-in","ABCDEF019182FAEB4D61746D4D614261",,"False"
"Process Plug-in","ABCDEF019182FAEB4D61746D4D614D69",,"False"
"Process Plug-in","ABCDEF019182FAEB4D61746D4D615265",,"False"
"Process Plug-in","ABCDEF019182FAEB4D61746D4D61526F",,"False"
"Process Plug-in","ABCDEF019182FAEB4D61746D4D615273",,"False"
"Process Plug-in","ABCDEF019182FAEB4D61746D50614C65",,"False"
"Process Plug-in","ABCDEF019182FAEB536E416356656C61",,"False"
"Process Plug-in","ABCDEF019182FAEB536F6E6F4E427573",,"False"
"Process Plug-in","ABCDEF019182FAEB554A414D564F5843",,"False"
"Process Plug-in","ABCDEF019182FAEB596F757246437932",,"False"
"Process Plug-in","ABCDEF019182FAEB695A747053744532",,"False"
"Process Plug-in","AF37E12D3C774AC2A74E9CA918EB3E87",,"False"
"Process Plug-in","B023870608424FABBCF5516BB15FF0EE",,"False"
"Process Plug-in","B071BE4E2B8543868D853AD574B67CBA",,"False"
"Process Plug-in","B11C7FF1D1C04E1CB83892F669540710",,"False"
"Process Plug-in","B2FBFB2A097C40CFBAE7F15A8DAB9D2E",,"False"
"Process Plug-in","B3803754EB994A678E8AC3D8AD4F09E6",,"False"
"Process Plug-in","B8874B5BFF884A93A524C74D7FFB1D54",,"False"
"Process Plug-in","B94789B3C4C944EFB0058694DAB8704E",,"False"
"Process Plug-in","C0EF553E8A5540998CA28C00D8FB0A2A",,"False"
"Process Plug-in","C3D60417A5BB4FB288CB1A75FA641EDF",,"False"
"Process Plug-in","C786544E675348D683EF9436D63EBD29",,"False"
"Process Plug-in","C7B5E435DBFB45C18228A189F6B52FD3",,"False"
"Process Plug-in","C7E04D38365E4369A57AE4D4C1FA98F2",,"False"
"Process Plug-in","CF9B529E48174F53B8C3E4133C9360C5",,"False"
"Process Plug-in","D503488792F2EDE2D26FF9CEA6F7635F",,"False"
"Process Plug-in","D6694C37423E4F829DFAF6259B7F5879",,"False"
"Process Plug-in","D849FEF360204F3EA7D907CFBD2D5631",,"False"
"Process Plug-in","DB8A367E3DA34199A37CEBACF0056F9B",,"False"
"Process Plug-in","DD21082B64A640049842F1BD68F59D99",,"False"
"Process Plug-in","DDE3D98C0F22423AA2B32486ABEB2846",,"False"
"Process Plug-in","DE43767852584A78B58E0C346AD61A2B",,"False"
"Process Plug-in","E0E5F5FC9F854334B69096445A7B2FA8",,"False"
"Process Plug-in","E25E19544351460996CF8E7672886C40",,"False"
"Process Plug-in","E4B91D8420B74C48A8B10F2DB9CB707E",,"False"
"Process Plug-in","E82963BD3E80F249A07EF90FBE55AC04",,"False"
"Process Plug-in","E95BC1784BF74D3DB765098BBB2D5CB4",,"False"
"Process Plug-in","E97A6873690F40E986F3EE1007B5C8FC",,"False"
"Process Plug-in","EBB43DF53F93450DA77BB4229E190E57",,"False"
"Process Plug-in","ED824AB48E0846D5959682F5626D0972",,"False"
"Process Plug-in","F114BF4CECE4887AA6DB1DAA5BCC4F7B",,"False"
"Process Plug-in","F1242A9514144A498DE04193421F0784",,"False"
"Process Plug-in","F2AEE70D00DE4F4E6774755975726259",,"False"
"Process Plug-in","F3092FD69524484CB663EE37D14197D2",,"False"
"Process Plug-in","F4BA65B4AEC64C23851019475CDC8EB1",,"False"
"Process Plug-in","F5600B8415084579A12B4F90A3328BE1",,"False"
"Process Plug-in","F7E6BFADFCD947BEB0A726EF32CBFC70",,"False"
"Process Plug-in","FDD7243578EF434A833705ECC4E4CE46",,"False"
"Process Plug-in","FE9EFEF6C7624335AA9799140ACE88C4",,"False"
"Process Plug-in","FF1104702CCB4099A9B8D1B7AF0D2C02",,"False"
"Process Project Logical Editor","Add Date to Selected MIDI + Audio Track Names",,"False"
"Process Project Logical Editor","Alle ausblenden",,"False"
"Process Project Logical Editor","Append '-Hi' to Selected Track Names",,"False"
"Process Project Logical Editor","Append Time to Names of Selected Events or Parts",,"False"
"Process Project Logical Editor","Collapse All Visible Folders",,"False"
"Process Project Logical Editor","Colorize Small MIDI parts",,"False"
"Process Project Logical Editor","Connect Selected Audio Tracks to Stereo Out 2",,"False"
"Process Project Logical Editor","Copy All Data on Selected Tracks before Cursor",,"False"
"Process Project Logical Editor","Copy All Data on Selected Tracks beyond Cursor",,"False"
"Process Project Logical Editor","Copy All Data on Selected Tracks inside Cycle",,"False"
"Process Project Logical Editor","Create Random Detune per Note",,"False"
"Process Project Logical Editor","Create Random Pan per Note",,"False"
"Process Project Logical Editor","Decrease Volume of Selected Track by 1dB inside Cycle",,"False"
"Process Project Logical Editor","Delete All Automation Data of Selected Audio, Instrument & MIDI Tracks inside Cycle",,"False"
"Process Project Logical Editor","Delete All Automation Data of Selected Audio, MIDI & Instrument Tracks beyond Cursor",,"False"
"Process Project Logical Editor","Delete All Automation Data of Selected Tracks",,"False"
"Process Project Logical Editor","Delete All Automation of Selected Audio, Instrument & MIDI Tracks before Cursor",,"False"
"Process Project Logical Editor","Delete All Automation of Selected Track after Cursor",,"False"
"Process Project Logical Editor","Delete All Data on Selected Tracks before Cursor",,"False"
"Process Project Logical Editor","Delete All Data on Selected Tracks beyond Cursor",,"False"
"Process Project Logical Editor","Delete All Data on Selected Tracks inside Cycle",,"False"
"Process Project Logical Editor","Delete All Muted Events and Parts",,"False"
"Process Project Logical Editor","Delete Empty MIDI and Audio Parts",,"False"
"Process Project Logical Editor","Delete Muted Tracks",,"False"
"Process Project Logical Editor","Delete Small Parts and Events",,"False"
"Process Project Logical Editor","Delete Tempo Changes inside Cycle",,"False"
"Process Project Logical Editor","Delete Time Signatures",,"False"
"Process Project Logical Editor","Disable Record of All Tracks",,"False"
"Process Project Logical Editor","Double Tempo before Cursor",,"False"
"Process Project Logical Editor","Double Tempo beyond Cursor",,"False"
"Process Project Logical Editor","Double Tempo inside Cycle",,"False"
"Process Project Logical Editor","Double Tempo of Selected Tempo Events",,"False"
"Process Project Logical Editor","Enable Record of All Tracks",,"False"
"Process Project Logical Editor","Enable Record of Visible Tracks",,"False"
"Process Project Logical Editor","Erase End Character on Selected Tracks",,"False"
"Process Project Logical Editor","Half Tempo inside Cycle",,"False"
"Process Project Logical Editor","Halve Tempo of Selected Tempo Events",,"False"
"Process Project Logical Editor","Increment Color for Selected Events and Parts",,"False"
"Process Project Logical Editor","Invert Visibility and Mute State for MIDI Tracks",,"False"
"Process Project Logical Editor","Invert Visibility and Mute State for Selected Tracks",,"False"
"Process Project Logical Editor","Invert Visibility State for MIDI Tracks",,"False"
"Process Project Logical Editor","Invert Visibility State for Non-Audio and Non-MIDI",,"False"
"Process Project Logical Editor","Keep Audio Events Only in Selection",,"False"
"Process Project Logical Editor","Leer",,"False"
"Process Project Logical Editor","Move Tempo Changes before Cursor 1 Bar Left",,"False"
"Process Project Logical Editor","Move Tempo Changes before Cursor 1 Bar Right",,"False"
"Process Project Logical Editor","Mute Tracks of Selected Events or Parts",,"False"
"Process Project Logical Editor","Mute Tracks with Muted Events or Parts",,"False"
"Process Project Logical Editor","Nudge All Events or Parts on Selected Tracks +1 Frame",,"False"
"Process Project Logical Editor","Nudge All Events or Parts on Selected Tracks -1 Frame",,"False"
"Process Project Logical Editor","Nudge Crossfade of Selected and Following Event +1 Frame",,"False"
"Process Project Logical Editor","Nudge Crossfade of Selected and Following Event -1 Frame",,"False"
"Process Project Logical Editor","Nudge Parts or Events inside Cycle +1 Frame",,"False"
"Process Project Logical Editor","Nudge Parts or Events inside Cycle -1 Frame",,"False"
"Process Project Logical Editor","Nudge Selected Parts and Events +1 Second",,"False"
"Process Project Logical Editor","Nudge Selected Parts and Events -1 Second",,"False"
"Process Project Logical Editor","Nudge Selected Parts or Events +1 Frame",,"False"
"Process Project Logical Editor","Nudge Selected Parts or Events -1 Frame",,"False"
"Process Project Logical Editor","Open All Visible Folders",,"False"
"Process Project Logical Editor","Open Key Editor for Parts under Cursor on Tracks Containing 'String' in the Name",,"False"
"Process Project Logical Editor","Open Key Editor for Tracks Containing 'String' in the Name",,"False"
"Process Project Logical Editor","Open Key Editor of All MIDI Parts in Selected Folder",,"False"
"Process Project Logical Editor","Open Key Editor of All MIDI Parts inside Cycle",,"False"
"Process Project Logical Editor","Open Key Editor of All MIDI Parts on Selected Tracks","Ctrl+Alt+Shift+U","True"
"Process Project Logical Editor","Open List Editor for Parts in Selected Cycle Marker",,"False"
"Process Project Logical Editor","Open Sample Editor of All Audio Events in Selected Folder",,"False"
"Process Project Logical Editor","Open Sample Editor of All Audio Events inside Cycle",,"False"
"Process Project Logical Editor","Open Sample Editor of All Selected Audio Events on Selected Tracks","Ctrl+Alt+Shift+L","True"
"Process Project Logical Editor","Open Score Editor for MIDI Parts under Cursor",,"False"
"Process Project Logical Editor","Open Score Editor for Parts under Cursor on Tracks Containing 'String' in the Name",,"False"
"Process Project Logical Editor","Open Score Editor of All MIDI Parts in Selected Folder",,"False"
"Process Project Logical Editor","Open Score Editor of All MIDI Parts inside Cycle",,"False"
"Process Project Logical Editor","Open Score Editor of All MIDI Parts on Selected Tracks",,"False"
"Process Project Logical Editor","Prepend 'Drums-' to All Track Names in Selected Folder",,"False"
"Process Project Logical Editor","Process DOP Favorite 1 for Events on Selected Tracks",,"False"
"Process Project Logical Editor","Quantize Selected Data to Eighth Note","Ctrl+Alt+Shift+8","True"
"Process Project Logical Editor","Quantize Selected Data to EighthTriplet",,"False"
"Process Project Logical Editor","Quantize Selected Data to Quarter Note","Ctrl+Alt+Shift+4","True"
"Process Project Logical Editor","Quantize Selected Data to Quarter Triplet",,"False"
"Process Project Logical Editor","Quantize Selected Data to Sixteenth","Ctrl+Alt+Shift+6","True"
"Process Project Logical Editor","Quantize Selected Data to Sixteenth Triplet",,"False"
"Process Project Logical Editor","Quantize Start by 480 Ticks If Unquantized",,"False"
"Process Project Logical Editor","Reduce Data Selection to before Cursor Only",,"False"
"Process Project Logical Editor","Reduce Data Selection to beyond Cursor Only",,"False"
"Process Project Logical Editor","Reduce Data Selection to inside Cycle Only",,"False"
"Process Project Logical Editor","Remove 'Brass-' from Track Names",,"False"
"Process Project Logical Editor","Rename and Renumber Audio Tracks",,"False"
"Process Project Logical Editor","Resize Selected Events or Parts Length +1 Frame",,"False"
"Process Project Logical Editor","Resize Selected Events or Parts Length -1 Frame",,"False"
"Process Project Logical Editor","Select All Data on Selected Tracks before Cursor",,"False"
"Process Project Logical Editor","Select All Data on Selected Tracks beyond Cursor",,"False"
"Process Project Logical Editor","Select All Data on Selected Tracks inside Cycle",,"False"
"Process Project Logical Editor","Select All Muted Events or Parts",,"False"
"Process Project Logical Editor","Select All Tracks with 'Guitar' in the Name",,"False"
"Process Project Logical Editor","Select If Exactly Matching Cycle",,"False"
"Process Project Logical Editor","Select MIDI Parts with 'Drum' in the Name",,"False"
"Process Project Logical Editor","Select Parts Using Color 1",,"False"
"Process Project Logical Editor","Select Tempo Changes inside Cycle",,"False"
"Process Project Logical Editor","Select Tempo Changes inside Cycle and Out of 1_4",,"False"
"Process Project Logical Editor","Select Tracks Sending to HALion on MIDI Channel 1",,"False"
"Process Project Logical Editor","Set All Audio Track Inputs to No Bus",,"False"
"Process Project Logical Editor","Set Length to One Bar If Less than One Bar",,"False"
"Process Project Logical Editor","Set Time Base to Linear for Selected Tracks",,"False"
"Process Project Logical Editor","Show All Marker Tracks",,"False"
"Process Project Logical Editor","Show All Ruler Tracks",,"False"
"Process Project Logical Editor","Show Tracks Containing 'Drum' in the Name",,"False"
"Process Project Logical Editor","Show Tracks Following the Chord Track",,"False"
